Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,26.71780014038086,26.27829933166504,26.5093994140625,26.52750015258789,8249197.0,14.144547462463379
2010-01-05,26.600000381469727,26.37339973449707,26.58639907836914,26.54560089111328,6776941.0,14.154197692871094
2010-01-06,26.645299911499023,26.309999465942383,26.600000381469727,26.436899185180664,5004087.0,14.09623908996582
2010-01-07,26.418800354003906,26.020000457763672,26.37339973449707,26.21940040588379,6536315.0,13.980267524719238
2010-01-08,26.55470085144043,26.146900177001953,26.24650001525879,26.491199493408203,5843492.0,14.125191688537598
2010-01-11,26.82659912109375,26.5093994140625,26.654399871826172,26.609100341796875,5229647.0,14.188055992126465
2010-01-12,26.708799362182617,26.00189971923828,26.531999588012695,26.165000915527344,6457455.0,13.951263427734375
2010-01-13,26.255599975585938,25.838699340820312,26.21030044555664,25.983699798583984,8637715.0,13.854591369628906
2010-01-14,26.2283992767334,25.693700790405273,26.2283992767334,25.920299530029297,6516353.0,13.82078742980957
2010-01-15,26.13330078125,25.245100021362305,26.05620002746582,25.245100021362305,12833007.0,13.46076774597168
2010-01-18,25.630300521850586,25.32670021057129,25.38559913635254,25.61210060119629,4752598.0,13.656455993652344
2010-01-19,26.110599517822266,25.371999740600586,25.58489990234375,26.015399932861328,6438784.0,13.871495246887207
2010-01-20,26.21030044555664,25.390100479125977,26.12420082092285,25.40369987487793,7627313.0,13.545332908630371
2010-01-21,25.829700469970703,24.9822998046875,25.621200561523438,25.095600128173828,7959131.0,13.38105583190918
2010-01-22,25.313100814819336,24.737600326538086,25.07740020751953,24.95509910583496,9794675.0,13.306138038635254
2010-01-25,24.882600784301758,24.094100952148438,24.841800689697266,24.46109962463379,8638320.0,13.042737007141113
2010-01-26,24.624300003051758,24.053300857543945,24.130300521850586,24.51099967956543,7680885.0,13.069343566894531
2010-01-27,24.601600646972656,24.171100616455078,24.343299865722656,24.57900047302246,8910641.0,13.105600357055664
2010-01-28,24.945999145507812,24.035200119018555,24.878000259399414,24.035200119018555,13079075.0,12.815645217895508
2010-01-29,24.420299530029297,24.03969955444336,24.207399368286133,24.162099838256836,9111909.0,12.883309364318848
2010-02-01,24.51099967956543,24.048799514770508,24.12579917907715,24.316099166870117,7043773.0,12.965422630310059
2010-02-02,24.674100875854492,24.11669921875,24.302499771118164,24.574399948120117,6394977.0,13.10314655303955
2010-02-03,24.810100555419922,24.121299743652344,24.60610008239746,24.284400939941406,8517366.0,12.948519706726074
2010-02-04,24.370500564575195,23.659099578857422,24.370500564575195,23.79050064086914,9634947.0,12.685171127319336
2010-02-05,23.95359992980957,23.201400756835938,23.708900451660156,23.201400756835938,16198931.0,12.371061325073242
2010-02-08,23.731599807739258,23.350900650024414,23.373600006103516,23.518600463867188,8200054.0,12.540193557739258
2010-02-09,23.631900787353516,23.260299682617188,23.582000732421875,23.46419906616211,9049349.0,12.511186599731445
2010-02-10,23.754199981689453,23.25119972229004,23.582000732421875,23.49139976501465,12321171.0,12.525689125061035
2010-02-11,23.949100494384766,23.169599533081055,23.70439910888672,23.45509910583496,9182885.0,12.50633430480957
2010-02-12,23.767799377441406,23.373600006103516,23.699800491333008,23.46419906616211,6445574.0,12.511186599731445
2010-02-15,23.871999740600586,23.60919952392578,23.627300262451172,23.681699752807617,4613430.0,12.627158164978027
2010-02-16,24.180200576782227,23.745100021362305,23.890199661254883,24.062400817871094,8714224.0,12.830147743225098
2010-02-17,24.524599075317383,24.12579917907715,24.334199905395508,24.189199447631836,8560836.0,12.897759437561035
2010-02-18,24.35689926147461,24.017000198364258,24.026100158691406,24.27079963684082,6174524.0,12.941266059875488
2010-02-19,24.420299530029297,23.921899795532227,24.017000198364258,24.40679931640625,8205975.0,13.013781547546387
2010-02-22,24.569900512695312,24.12579917907715,24.488300323486328,24.198299407958984,5667019.0,12.90261173248291
2010-02-23,24.53820037841797,23.804100036621094,24.379600524902344,23.890199661254883,7645830.0,12.738330841064453
2010-02-24,24.234600067138672,23.74970054626465,23.989900588989258,23.994400024414062,7756122.0,12.793889999389648
2010-02-25,23.88559913635254,23.278400421142578,23.8085994720459,23.418899536132812,10599509.0,12.487030982971191
2010-02-26,23.92639923095703,23.391700744628906,23.92639923095703,23.70439910888672,7846697.0,12.639262199401855
2010-03-01,24.207399368286133,23.758800506591797,23.92639923095703,24.098600387573242,6484502.0,12.84945011138916
2010-03-02,24.252700805664062,24.007999420166016,24.180200576782227,24.207399368286133,5941063.0,12.907463073730469
2010-03-03,24.307100296020508,24.007999420166016,24.112199783325195,24.27989959716797,6718992.0,12.946121215820312
2010-03-04,24.198299407958984,23.863000869750977,23.96269989013672,24.098600387573242,7305339.0,12.84945011138916
