Date,ADS,ALV,BAS,BAYN,BEI,BMW,CON,1COV,DAI,DHER,DBK,DB1,DPW,DTE,DWNI,EOAN,FRE,FME,HEI,HEN3,IFX,LIN,MRK,MTX,MUV2,RWE,SAP,SIE,VOW3,VNA
2010-01-19,32.369701385498054,48.18525314331055,25.915468215942386,39.24259567260742,38.09353637695313,21.98221206665039,32.042495727539055,,22.715606689453125,,31.040212631225586,38.39561462402344,8.865290641784668,4.875450611114502,5.309709548950195,13.871495246887207,11.344853401184082,31.45781707763672,38.87396240234375,30.346837997436523,3.4631693363189697,42.16130828857422,25.36067008972168,31.56330871582031,65.75225830078125,40.71822738647461,28.70361328125,44.70705795288086,46.5147705078125,
2010-01-20,31.823959350585934,46.98599624633789,25.0659294128418,38.426734924316406,37.18603897094727,21.5551700592041,31.01744079589844,,22.02566337585449,,30.403064727783203,37.70424270629883,8.598188400268555,4.815563201904297,5.319786548614502,13.545332908630373,11.545280456542967,31.24956321716309,37.434478759765625,30.08732414245605,3.4510991573333736,41.2310905456543,25.900339126586914,31.94397354125977,64.98045349121094,40.02745819091797,28.390483856201172,43.59482192993164,45.59515380859375,
2010-01-21,30.89494132995605,46.32979965209961,24.733367919921875,36.55871200561523,36.77509689331055,21.11796760559082,30.87696647644043,,21.508975982666016,,29.64614295959473,36.71956634521485,8.40739917755127,4.769682884216309,5.239890098571777,13.38105583190918,11.602005004882812,31.02882575988769,36.14092254638672,30.290069580078125,3.362300157546997,40.53721237182617,25.383634567260746,31.279829025268555,64.80233764648439,40.104888916015625,27.88112449645996,42.866615295410156,44.48402404785156,
2010-01-22,30.74496841430664,46.04129409790039,24.467323303222656,36.809181213378906,36.543941497802734,20.809551239013672,31.237632751464844,,21.15008544921875,,28.403526306152344,35.54631805419922,8.30882453918457,4.7373247146606445,5.13912296295166,13.306138038635256,11.533935546875,31.12878608703613,35.48624801635742,29.74671936035156,3.2467751502990723,39.99415588378906,25.096576690673828,30.07706451416016,65.01013946533203,39.93813705444336,27.63479423522949,42.88648986816406,43.61042404174805,
2010-01-25,30.915775299072266,45.79804611206055,24.19824981689453,36.05768203735352,36.41551971435547,20.429962158203125,30.523895263671875,,20.729307174682614,,28.384611129760746,35.56028747558594,8.251588821411133,4.69434118270874,5.283080577850342,13.042737007141113,11.349924087524414,30.52069854736328,35.83330535888672,29.17902565002441,3.293330430984497,39.24495697021485,25.09274482727051,30.154008865356445,64.41643524169922,39.312904357910156,27.259037017822266,42.767276763916016,43.79437255859375,
2010-01-26,30.91161155700684,45.93947219848633,24.13476181030273,36.530052185058594,36.813621520996094,20.50791549682617,30.67955017089844,,20.952072143554688,,28.07237434387207,34.394031524658196,8.108497619628906,4.69434118270874,5.400399684906006,13.069343566894533,11.19359302520752,30.662311553955078,36.24345779418945,29.3169002532959,3.3605759143829346,39.425968170166016,25.379802703857425,30.21070671081543,65.18824768066406,39.28907012939453,27.321666717529297,44.965232849121094,44.292457580566406,
2010-01-27,30.757457733154297,45.8206787109375,24.394763946533203,36.3654670715332,36.488277435302734,20.05715560913086,29.76838493347168,,20.37350845336914,,27.71920585632324,33.842330932617195,8.063980102539062,4.665363311767578,5.314752578735352,13.105600357055664,11.168404579162598,30.441560745239254,34.066482543945305,29.47909164428711,3.289881467819214,39.00360107421875,24.935821533203125,30.376747131347656,65.21793365478516,39.092567443847656,27.34671401977539,45.44775009155274,43.05868148803711,
2010-01-28,30.23671722412109,45.01174545288086,24.20127296447754,35.27040100097656,36.154396057128906,20.0300407409668,29.79497146606445,,19.9991397857666,,27.596176147460934,33.33602905273437,7.9463276863098145,4.54317569732666,5.360093116760254,12.815645217895508,11.168404579162598,30.070884704589844,33.467029571533196,29.52774810791016,3.365748882293701,38.56614685058594,24.373188018798828,31.129985809326172,64.77265167236328,38.032623291015625,26.870758056640625,44.036399841308594,43.29627990722656,
2010-01-29,30.7533016204834,45.49258041381836,24.926856994628906,35.40997314453125,36.19292449951172,20.98578643798828,30.372034072875977,,20.682897567749023,,27.990434646606445,33.20682907104492,8.038541793823242,4.519028663635254,5.298192024230957,12.883309364318848,11.173396110534668,30.516536712646484,34.52396011352539,29.90891456604004,3.4648938179016118,39.92376327514648,24.69086837768555,30.311946868896484,64.41643524169922,38.25296020507813,27.62227439880371,44.12462615966797,44.90548324584961,
2010-02-01,30.882442474365234,45.53217697143555,25.232208251953125,35.506622314453125,36.19292449951172,21.056962966918945,31.374305725097656,,20.772619247436523,,28.79778861999512,33.49664688110352,8.146655082702638,4.54462480545044,5.368011474609375,12.96542263031006,11.123026847839355,30.558189392089844,34.21240997314453,29.406103134155273,3.6278364658355713,40.31597137451172,24.545419692993164,30.465835571289066,64.92108917236328,38.69358444213867,28.0439510345459,44.13821411132813,46.45341110229492,
2010-02-02,30.807456970214844,45.92816925048828,25.395463943481445,35.78575134277344,35.927528381347656,21.13152313232422,31.343936920166016,,20.893285751342773,,29.42542839050293,34.18452835083008,8.359703063964844,4.559112548828125,5.432788372039795,13.10314655303955,11.09526824951172,30.92887115478516,35.12342071533203,29.29256629943848,3.744223356246948,40.55228805541992,24.618144989013672,31.03684425354004,64.56486511230469,39.15213012695313,28.21929931640625,44.85068130493164,46.7752571105957,
2010-02-03,30.228389739990234,45.48691940307617,25.47407150268555,35.20960235595703,36.14583587646485,21.165416717529297,31.207263946533203,,21.24908828735352,,28.898723602294922,32.990341186523445,8.219791412353517,4.5117835998535165,5.334906101226807,12.948519706726074,11.100335121154783,30.812240600585934,34.839466094970696,29.0573844909668,3.638181447982788,40.67296600341797,24.54159545898437,30.283601760864254,64.08989715576172,38.58048629760742,28.43223571777344,44.42320251464844,47.12780380249024,
2010-02-04,29.62849426269531,44.85335159301758,24.340341567993164,34.604793548583984,35.78197479248047,20.5621395111084,29.6355094909668,,20.48179244995117,,27.67819976806641,32.88907623291016,7.895450115203857,4.462521553039551,5.240614891052246,12.685171127319336,11.02092170715332,30.175006866455078,33.601112365722656,28.55457305908203,3.5433471202850337,40.00420379638672,24.308120727539066,30.2795524597168,63.46650695800781,37.77064514160156,28.21929931640625,42.7811279296875,46.438148498535156,
2010-02-05,29.30770492553711,43.90300369262695,23.84150505065918,33.50972366333008,35.33679580688477,20.28083610534668,28.674991607666016,,19.9991397857666,,27.23975944519043,32.02660751342773,7.720562934875487,4.448515892028809,5.075070858001709,12.371061325073242,10.878430366516113,30.08338737487793,32.67038345336914,28.61945724487305,3.4131658077239986,39.8533821105957,23.94068717956543,28.793312072753906,63.08061218261719,37.30617904663086,27.87694931030273,41.84480667114258,45.39593887329102,
2010-02-08,29.166059494018555,44.185848236083984,24.19824981689453,34.0357666015625,35.88043975830078,20.070709228515625,27.63855171203613,,20.611740112304688,,27.186168670654297,32.197704315185554,7.7650794982910165,4.5262722969055185,4.918162345886231,12.540193557739258,11.121740341186523,30.30412483215332,33.07659149169922,29.04116249084473,3.4123034477233887,40.09471893310547,24.166505813598636,28.59082794189453,63.85242080688477,37.85995864868164,27.18806457519531,42.85778045654297,44.94380569458008,
2010-02-09,29.59932518005371,44.41777801513672,24.19522476196289,34.239768981933594,35.84618759155273,20.08087921142578,28.143484115600586,,20.621021270751953,,27.958843231201172,32.57132339477539,7.7491798400878915,4.5117835998535165,4.980779647827148,12.511186599731445,10.980533599853516,30.22915267944336,33.52224349975586,29.397985458374023,3.431270122528076,40.62771606445313,24.11291885375977,29.481767654418945,63.40714645385742,37.752784729003906,26.5158748626709,43.14551162719727,44.001277923583984,
2010-02-10,29.840951919555664,44.796791076660156,24.44615364074707,34.601226806640625,36.05595397949219,20.107988357543945,28.147279739379886,,20.809749603271484,,28.813533782958984,32.840194702148445,7.787338733673097,4.562976837158203,4.9073591232299805,12.525689125061035,11.11168098449707,30.37493133544922,32.43375015258789,29.37366104125977,3.44937515258789,40.66290283203125,23.96364974975586,30.757413864135746,64.11958312988281,38.15766525268555,26.499177932739254,43.15922546386719,45.1353759765625,
2010-02-11,30.07424545288086,44.46302795410156,24.34638786315918,34.75868606567383,36.20148086547852,19.98937225341797,26.33634948730469,,20.27759552001953,,28.192228317260746,32.29547119140625,7.631528377532959,4.514681816101074,4.820986270904541,12.50633430480957,11.052385330200195,30.703960418701172,31.70809364318848,29.56018829345703,3.500240564346313,41.02996063232422,24.128231048583984,30.83031272888184,64.11958312988281,37.81228256225586,25.98146629333496,43.20716094970703,43.79437255859375,
2010-02-12,30.18256187438965,44.655357360839844,24.30708885192871,35.32406616210937,36.66807556152344,19.657230377197266,25.223974227905273,,20.085769653320312,,27.77596664428711,32.791309356689446,7.437559127807617,4.5494537353515625,4.786439418792725,12.511186599731445,11.123026847839355,30.77475929260254,31.15595817565918,29.67373466491699,3.3985095024108887,40.94950866699219,24.36553382873535,30.170204162597656,64.29769897460939,38.14578247070313,26.14429473876953,42.570045471191406,42.95907974243164,
2010-02-15,30.27004814147949,45.01740646362305,24.31011009216309,35.32051467895508,36.2870979309082,19.41998863220215,25.37962913513184,,19.80731773376465,,27.83898162841797,32.808773040771484,7.536132335662843,4.55428409576416,5.005967140197754,12.627158164978027,11.206220626831056,30.49154090881348,30.927227020263672,29.56829643249512,3.317469596862793,41.0752067565918,24.40380477905273,30.01632308959961,64.74296569824219,38.06835174560547,26.219446182250977,42.98793029785156,42.7828483581543,
2010-02-16,30.395034790039066,45.74148941040039,24.694061279296875,35.93600845336914,36.44548797607422,19.9317569732666,24.98859024047852,,20.181684494018555,,28.87030029296875,33.06715774536133,7.5647525787353525,4.591471195220947,4.898724555969238,12.830147743225098,11.370041847229006,30.59567070007324,30.931167602539066,29.38988876342773,3.4252355098724365,41.83948135375977,24.526287078857425,30.4172420501709,64.89138793945311,38.389896392822266,26.84988212585449,43.3304557800293,43.39588165283203,
2010-02-17,30.374197006225586,46.37504959106445,25.123371124267575,36.086334228515625,36.77081680297852,20.074098587036133,26.00985145568848,,20.44466781616211,,29.479019165039066,34.289276123046875,7.739640235900879,4.612237930297852,4.880013942718506,12.897759437561035,11.34735107421875,30.59150505065918,31.93288803100586,29.1871395111084,3.525242328643799,42.03560256958008,24.41146469116211,30.65617370605469,65.15856170654297,38.4434928894043,27.0294132232666,44.04978942871094,45.28863143920898,
2010-02-18,30.853286743164066,46.70879745483398,25.39848899841309,36.336814880371094,37.50279998779297,19.938533782958984,25.903553009033203,,19.488643646240234,,29.84169006347656,35.09238815307617,7.790518760681152,4.6639137268066415,4.894406795501709,12.941266059875488,11.746993064880373,31.053813934326172,32.094581604003906,29.649402618408203,3.5485200881958012,42.181419372558594,24.68703651428223,31.186681747436523,65.45541381835939,38.73529052734375,27.05028915405273,44.64582443237305,45.53385925292969,
2010-02-19,31.211565017700195,46.52213668823242,25.431745529174805,36.508602142333984,37.95227432250977,20.629924774169922,25.18221473693848,,19.986764907836914,,30.22019004821777,35.30888366699219,7.8350348472595215,4.709795475006104,4.893682956695557,13.013781547546387,11.823834419250488,31.04965209960937,31.8658447265625,29.85214424133301,3.583867073059082,42.65909957885742,24.97792625427246,31.79414176940918,65.96005249023439,38.5566520690918,27.47614288330078,44.76226043701172,46.08560562133789,
2010-02-22,30.961599349975586,46.55607986450195,25.2745304107666,36.12211990356445,37.66974639892578,20.51130485534668,24.70385360717773,,19.42985725402832,,30.131837844848636,35.60917663574219,7.8413944244384775,4.672608375549316,4.966385364532472,12.90261173248291,11.667577743530273,31.25373458862305,31.98415946960449,29.600738525390625,3.612317562103272,42.070796966552734,24.67938041687012,32.09786605834961,66.43502044677734,38.48518753051758,27.15466499328613,44.52932357788086,46.94386291503906,
2010-02-23,30.24504852294922,46.12048721313477,24.951038360595703,35.671199798583984,37.84526824951172,20.12493705749512,25.75548553466797,,19.3370418548584,,29.13527870178223,35.41363525390625,7.723743438720702,4.589056015014648,4.8382649421691895,12.738330841064453,11.59693717956543,30.90387344360352,31.12441253662109,29.519643783569336,3.5269668102264404,41.6836166381836,22.199195861816406,31.449914932250977,66.49440002441406,37.81228256225586,26.98348426818848,43.7141227722168,46.507057189941406,
2010-02-24,30.24504852294922,46.431617736816406,24.582204818725586,35.78575134277344,38.04216384887695,19.985980987548828,25.52010154724121,,19.148311614990234,,29.356000900268555,35.7278938293457,7.672865390777588,4.597750663757324,4.677037239074707,12.793889999389648,11.84652614593506,32.219993591308594,30.367202758789066,29.47909164428711,3.4804117679595947,41.33667755126953,22.48625373840332,29.11728858947754,67.1474609375,37.69919204711914,27.30496406555176,43.96070861816406,47.25038146972656,
2010-02-25,29.76596069335937,46.48819351196289,24.86034393310547,35.34196853637695,37.725399017333984,19.911420822143555,24.392541885375977,,18.780134201049805,,28.763111114501953,35.239044189453125,7.39622163772583,4.539795875549316,4.752609252929688,12.487030982971193,11.748204231262207,31.682720184326172,29.073638916015625,29.284454345703125,3.3683354854583736,40.60760116577149,22.05375099182129,29.13753700256348,66.25691223144531,36.73447799682617,26.975133895874023,42.69334411621094,46.42280578613281,
2010-02-26,30.32003974914551,47.97029495239258,24.93592643737793,34.833816528320305,38.54728698730469,20.189334869384766,25.59223747253418,,18.97195625305176,,29.415929794311523,35.672027587890625,7.59654951095581,4.563941955566406,4.966385364532472,12.639262199401855,12.08854866027832,31.94511604309082,29.519289016723636,30.67934226989746,3.4545476436614986,41.57804489135742,22.122648239135746,30.154008865356445,67.47399139404297,37.085845947265625,27.35506629943848,43.1523666381836,45.82511520385742,
2010-03-01,31.74480628967285,48.76225662231445,25.458953857421875,36.15070343017578,39.42910385131836,20.636701583862305,25.28471946716309,,19.395824432373047,,30.02464485168457,35.88851547241211,7.682404518127441,4.623346328735352,4.873528957366943,12.84945011138916,12.191937446594238,33.148780822753906,29.84267616271973,31.311906814575195,3.5174829959869385,42.47807312011719,22.773311614990234,31.048992156982425,68.00831604003906,37.47286987304688,27.92705345153809,44.371803283691406,46.20825576782226,
2010-03-02,31.698974609375,49.29965209960938,25.480113983154297,36.58728790283203,39.58319854736328,21.243366241455078,26.36292839050293,,19.649526596069336,,30.358970642089844,36.51005554199219,7.930428981781006,4.6074090003967285,5.165760040283203,12.907463073730467,12.431466102600098,33.47780990600586,30.95876884460449,31.37677764892578,3.618351936340332,43.30269241333008,22.83072853088379,31.62404823303223,68.80982208251953,37.58602523803711,28.281930923461914,45.15279006958008,46.5147705078125,
2010-03-03,30.38669204711914,49.69563293457031,25.56174278259277,37.353118896484375,38.74847030639648,21.453495025634766,26.271806716918945,,19.77018928527832,,30.907678604125977,36.496089935302734,8.118039131164549,4.617067813873291,5.145606994628906,12.946121215820312,12.59906768798828,33.28622055053711,31.077089309692386,30.873979568481445,3.644216060638428,43.2876091003418,23.205814361572266,31.81437873840332,69.19571685791016,37.69321060180664,28.07317924499512,46.0364875793457,47.59520721435547,
2010-03-04,30.55750274658203,49.19782638549805,25.244295120239254,36.98096466064453,38.91114044189453,21.392492294311523,25.93391990661621,,19.745441436767575,,31.349273681640625,36.503074645996094,8.133936882019043,4.622380256652832,5.0599517822265625,12.84945011138916,12.623042106628418,33.294551849365234,31.80274772644043,31.2551383972168,3.6519756317138667,42.99095153808594,23.31298446655273,32.340843200683594,68.63170623779297,37.46695327758789,28.25688362121582,45.522666931152344,47.05117797851562,
2010-03-05,30.7533016204834,49.78614044189453,26.060577392578125,37.431884765625,38.55155944824219,21.93815040588379,27.71448135375977,,20.410633087158203,,32.137710571289055,37.13856887817383,8.273847579956055,4.675022602081299,5.009568691253662,12.984774589538574,12.630607604980467,33.06964111328125,32.33910369873047,31.06050109863281,3.6899094581604,42.915523529052734,23.34743309020996,32.737716674804695,68.86917877197266,37.51458358764648,28.457284927368164,46.21464920043945,48.5837516784668,
2010-03-08,30.63248443603516,49.8823127746582,26.13918876647949,37.10264205932617,38.48735427856445,21.6839599609375,27.76763343811035,,20.426101684570312,,32.2008056640625,36.859230041503906,8.143476486206055,4.707380771636963,4.959184646606445,12.979926109313965,12.248661041259766,32.986339569091804,32.39826202392578,31.125385284423828,3.697668075561523,42.90547561645508,23.33212280273437,33.00499725341797,69.93783569335939,37.87782669067383,28.36125946044922,45.9474105834961,49.52634811401367,
2010-03-09,30.63248443603516,49.71825408935547,26.16942405700684,37.48199462890625,38.42742538452149,21.778854370117188,27.42595100402832,,20.27450180053711,,32.339588165283196,36.831298828125,8.324725151062013,4.722352504730225,4.901600360870361,12.989577293395994,12.330572128295898,33.215415954589844,31.992046356201172,30.995620727539066,3.698530435562134,43.16189575195313,23.29767608642578,33.045494079589844,69.04730224609375,38.3958740234375,28.38630294799805,45.93370056152344,48.75235366821289,
2010-03-10,30.94493103027344,50.04636764526367,26.62593650817871,37.64657974243164,38.43170928955078,21.870361328125,27.9422664642334,,20.49107551574707,,32.83154296875,37.31315994262695,8.267487525939941,4.738290309906006,4.894406795501709,13.168411254882812,12.45415496826172,33.06548309326172,32.907005310058594,31.1416015625,3.7623276710510254,43.40325546264648,23.46990966796875,33.45045852661133,69.99721527099611,38.40776443481445,28.40300750732422,46.43381118774414,48.85195541381836,
2010-03-11,31.432353973388672,49.83140563964844,26.749889373779297,37.13129425048828,38.33753204345703,22.158443450927734,28.116907119750977,,20.53748321533203,,32.938804626464844,37.15254592895508,8.184812545776367,4.783688545227051,4.981496810913086,13.18531608581543,12.60542106628418,33.08631134033203,32.867565155029304,31.222698211669922,3.767500400543213,43.2323112487793,23.2479190826416,32.75796127319336,69.43319702148439,38.41373825073242,28.139982223510746,46.05020523071289,52.6299057006836,
2010-03-12,31.936443328857425,49.83140563964844,26.75895690917969,37.02387619018555,37.8880615234375,22.05677032470703,28.29534721374512,,20.750965118408203,,33.35507202148437,37.22237777709961,8.346982955932617,4.774028778076172,5.002367496490479,13.088643074035645,12.551191329956055,33.07797622680664,32.8912353515625,30.75232315063477,3.8278496265411377,43.262474060058594,23.25940322875977,32.93210601806641,69.22540283203125,38.10408020019531,27.97297668457031,46.84490203857422,53.63370132446289,
2010-03-15,31.444854736328125,49.66735076904297,26.43547058105469,36.75906753540039,37.66974639892578,22.124553680419922,27.262697219848636,,20.62411499023437,,33.146934509277344,36.90113067626953,8.210250854492188,4.736840724945068,5.143441200256348,13.001681327819824,12.638168334960938,33.465316772460945,32.437694549560554,30.638790130615234,3.715772867202759,42.774749755859375,23.27853775024414,32.81060791015625,69.01761627197266,38.13383483886719,27.92287635803223,46.37900924682617,52.75248336791992,
2010-03-16,31.444854736328125,50.27829360961914,26.695465087890625,37.288761138916016,37.74251556396485,22.20250701904297,27.820783615112305,,21.106765747070312,,33.998470306396484,37.14555740356445,8.261126518249513,4.751330375671387,5.1607184410095215,12.975072860717773,12.809626579284668,33.411170959472656,33.037155151367195,30.67934226989746,3.844229698181152,43.10157012939453,23.270883560180664,33.446407318115234,68.95823669433594,38.27083206176758,28.085702896118164,47.72860336303711,53.94794082641602,
2010-03-17,31.178226470947266,50.86095809936523,26.937334060668945,37.10264205932617,37.69115447998047,22.009319305419922,28.356090545654297,,21.255273818969727,,34.597686767578125,37.25030899047852,8.334262847900389,4.761955261230469,5.212543487548828,12.912261962890625,12.60542106628418,33.35702514648437,33.83773803710937,30.54958152770996,3.886474609375,43.71501541137695,23.01444435119629,33.693443298339844,69.314453125,38.419715881347656,28.80798721313477,49.25627899169922,54.75252914428711,
2010-03-18,32.21139144897461,50.7308464050293,27.061288833618164,36.60882186889648,37.78532791137695,21.76190948486328,27.676517486572266,,21.434722900390625,,34.13724899291992,37.08968734741211,8.324725151062013,4.763886451721191,5.271562099456787,12.805941581726074,12.515871047973633,33.44449234008789,34.20845413208008,30.655014038085934,3.8416433334350586,44.16755676269531,22.999134063720703,33.27227783203125,69.16604614257811,38.360145568847656,28.891490936279297,49.1535530090332,54.77550506591797,
2010-03-19,32.5780029296875,50.30657958984375,26.786170959472656,36.20081329345703,37.76820373535156,21.73141098022461,27.980234146118164,,21.2707462310791,,34.06789779663086,36.91510391235352,8.270666122436522,4.776443958282472,5.248532772064209,12.704473495483398,12.427682876586914,33.38201904296875,34.240005493164055,30.89830207824707,3.831297636032105,44.33347702026367,23.056550979614254,33.280372619628906,69.22540283203125,38.11602783203125,28.72449111938477,48.83153915405274,55.29664993286133,
2010-03-22,32.440528869628906,49.89362335205078,27.034074783325195,36.07913589477539,37.81957244873047,22.0296573638916,27.70309066772461,,21.28621482849121,,33.998470306396484,36.81034469604492,8.235690116882324,4.757126331329347,5.224778652191162,12.656164169311525,12.203282356262207,34.46074676513672,33.411808013916016,31.36056709289551,3.870093584060669,44.45415878295898,23.07568359375,33.422107696533196,69.314453125,38.086219787597656,29.14199447631836,48.804176330566406,55.90198135375977,
2010-03-23,32.72380828857422,50.136878967285156,27.170127868652344,35.85731887817383,38.29471969604492,22.470251083374023,27.919496536254886,,21.317153930664066,,34.439979553222656,37.376014709472656,8.283385276794434,4.767268657684326,5.39824104309082,12.733479499816895,12.171745300292967,33.852657318115234,33.672103881835945,32.60947036743164,4.033035755157472,44.58990859985352,22.861343383789066,33.620548248291016,69.52225494384766,38.22321319580078,29.40920066833496,49.19462966918945,52.491905212402344,
2010-03-24,32.740478515625,50.34052276611328,27.127796173095703,35.63542175292969,38.10637283325195,22.622760772705078,27.911895751953125,,21.34190559387207,,34.982521057128906,39.09396743774414,8.334262847900389,4.744085788726807,5.366569995880127,12.803543090820312,12.340706825256348,34.285812377929695,33.3526611328125,31.895814895629886,4.2666730880737305,44.066993713378906,22.719728469848636,34.017417907714844,69.70037078857422,38.21723175048828,29.50939750671387,49.29056930541992,52.88275527954102,
2010-03-25,33.348709106445305,51.47755432128906,27.41500473022461,36.2222785949707,38.25191879272461,23.073522567749023,29.23307800292969,,21.66676521301269,,36.155704498291016,39.33839797973633,8.343802452087402,4.77016544342041,5.41983699798584,13.047588348388672,12.56253719329834,34.527381896972656,33.07659149169922,31.895814895629886,4.324434757232666,44.34352493286133,22.80776214599609,33.928321838378906,70.65028381347656,38.58639907836914,29.85593223571777,50.523719787597656,51.01298141479492,
2010-03-26,33.373703002929695,52.18465805053711,27.36058807373047,35.76423263549805,38.26047897338867,23.18197631835937,29.422908782958984,,21.64511108398437,,36.50262069702149,39.15682601928711,8.261126518249513,4.767268657684326,5.391040325164795,12.900209426879885,12.373456001281738,34.394092559814446,32.1103515625,31.90391731262207,4.353747367858887,44.1021842956543,22.74269294738769,33.91617584228516,71.12525177001953,38.40776443481445,29.46765327453613,50.21540832519531,53.02831268310547,
